object_id,address,timestamp,source,entry_id,lat,long,What-is-the-use-of-the-site
0022H00033000000, ,2014-03-18T16:18:54.403Z,mobile,532871eefe81770200fd5e8d,40.45988026,-80.01869234,Unimproved-Lot
0022H00031000000,851  KIRKBRIDE ST PITTSBURGH,2014-03-18T16:23:11.660Z,mobile,532872effe81770200fd5e8f,40.45986833,-80.01877002,Unimproved-Lot
0022H00027000000,861  KIRKBRIDE ST PITTSBURGH,2014-03-18T16:28:59.007Z,mobile,5328744bfe81770200fd5e91,40.45988994,-80.01909773,Unimproved-Lot
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T16:30:01.179Z,mobile,53287489fe81770200fd5e93,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:01:45.937Z,mobile,53287bf9fe81770200fd5ee9,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:10:31.138Z,mobile,53287e07fe81770200fd5f11,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:15:55.576Z,mobile,53287f4bfe81770200fd5f23,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:16:55.837Z,mobile,53287f87fe81770200fd5f33,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:45:09.886Z,mobile,53288625fe81770200fd5f8b,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:47:27.035Z,mobile,532886affe81770200fd5fa3,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:59:35.456Z,mobile,53288987fe81770200fd5ff5,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T18:24:04.784Z,mobile,53288f44fe81770200fd605b,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-18T18:24:30.993Z,mobile,53288f5efe81770200fd6069,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T16:54:43.680Z,mobile,532c6ed3e7c0ce02008f24f4,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T16:56:41.981Z,mobile,532c6f49e7c0ce02008f24fe,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:37:00.793Z,mobile,532c78bce7c0ce02008f258a,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:38:47.003Z,mobile,532c7926e7c0ce02008f2590,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:51:01.362Z,mobile,532c7c05e7c0ce02008f25a4,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:11:04.421Z,mobile,532c80b8e7c0ce02008f25be,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:15:36.077Z,mobile,532c81c8e7c0ce02008f25d2,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:27:33.354Z,mobile,532c8495e7c0ce02008f25f4,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-27T16:44:06.263Z,mobile,53345556fa984702008d656e,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-27T17:56:22.103Z,mobile,53346646fa984702008d6630,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-03-28T14:09:46.263Z,mobile,533582aa77b6e3020072d985,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:09:34.143Z,mobile,533ae4be61d7990200f5653e,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:10:39.804Z,mobile,533ae4ff61d7990200f56544,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:13:48.127Z,mobile,533ae5bc61d7990200f56554,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:15:01.175Z,mobile,533ae60561d7990200f56566,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:15:38.435Z,mobile,533ae62a61d7990200f56578,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-01T17:30:20.703Z,mobile,533af7ac61d7990200f56608,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-01T17:44:57.974Z,mobile,533afb1961d7990200f5664a,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T14:45:27.875Z,mobile,53455d07eb39cb02004ad678,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T15:33:06.127Z,mobile,53456832eb39cb02004ad688,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T15:58:36.569Z,mobile,53456e2ceb39cb02004ad6ba,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:10:47.917Z,mobile,53457f17eb39cb02004ad73a,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:26:01.150Z,mobile,534582a9eb39cb02004ad778,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:28:48.653Z,mobile,53458350eb39cb02004ad794,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:33:33.293Z,mobile,5345846deb39cb02004ad7aa,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:46:07.023Z,mobile,5345875feb39cb02004ad7d2,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:57:13.326Z,mobile,534589f9eb39cb02004ad7f2,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-09T18:01:00.640Z,mobile,53458adceb39cb02004ad802,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-10T14:23:35.447Z,mobile,5346a967b8ba0a0200d34fc5,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:08:10.692Z,mobile,5346cffab8ba0a0200d350ca,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:30:55.073Z,mobile,5346d54fb8ba0a0200d350e8,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:33:22.640Z,mobile,5346d5e2b8ba0a0200d350fa,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:45:14.609Z,mobile,5346d8aab8ba0a0200d3510e,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-10T18:01:56.533Z,mobile,5346dc94b8ba0a0200d35142,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-10T18:22:17.104Z,mobile,5346e159b8ba0a0200d3516e,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:16:05.074Z,mobile,534e8295a15cd8020086b39a,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:25:14.846Z,mobile,534e84baa15cd8020086b3b0,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:49:43.641Z,mobile,534e8a77a15cd8020086b3e0,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-16T14:51:36.086Z,mobile,534e98f8a15cd8020086b48c,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-16T16:19:22.020Z,mobile,534ead8aa15cd8020086b504,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-16T16:51:20.983Z,mobile,534eb508a15cd8020086b5d2,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-16T17:10:41.987Z,mobile,534eb991a15cd8020086b5f6,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-18T13:18:43.247Z,mobile,53512633581a17020058a112,40.46024452,-80.01891401,Parklet
0022D00103000000,850  KIRKBRIDE ST PITTSBURGH,2014-04-18T13:40:25.623Z,mobile,53512b49581a17020058a144,40.46024452,-80.01891401,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T16:30:05.917Z,mobile,5328748dfe81770200fd5e95,40.46025583,-80.01884832,Parklet
